score	omim	nom	n_hpo	n_hpo_foetal	n_onset_prenatal	signes_lourds	orpha	dans_syndromes
16.0	OMIM:618829	Nabais Sa-de vries syndrome, type 2	45	30	5	HP:0000821;HP:0001250;HP:0001561;HP:0002007	ORPHA:662175	
16.0	OMIM:615948	Orofaciodigital syndrome XIV	49	40	0	HP:0000175;HP:0000252;HP:0001321;HP:0001629;HP:0001631;HP:0100258	ORPHA:434179	
16.0	OMIM:614052	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2	43	30	1	HP:0001250;HP:0001511;HP:0001562;HP:0001622;HP:0002093;HP:0003811	ORPHA:1194	
16.0	OMIM:235255	Mullerian derivatives, persistence of, with lymphangiectasia and postaxial polydactyly	43	40	0	HP:0000175;HP:0001522;HP:0001561;HP:0001629;HP:0001744;HP:0002240	ORPHA:1655	
15.9	OMIM:620351	Congenital myopathy 22A, classic	65	49	1	HP:0001558;HP:0001561;HP:0002007;HP:0002093;HP:0003811	—	
15.9	OMIM:618186	Neuropathy, congenital hypomyelinating, 3	43	29	1	HP:0000252;HP:0001250;HP:0001558;HP:0001561;HP:0002093;HP:0003811	ORPHA:2680	
15.9	OMIM:617729	Galloway-Mowat syndrome 3	50	39	0	HP:0000252;HP:0001250;HP:0001511;HP:0001562;HP:0002007;HP:0004322	ORPHA:2065	
15.9	OMIM:617602	Congenital heart defects and skeletal malformations syndrome	47	39	0	HP:0000776;HP:0001511;HP:0001629;HP:0001631;HP:0002007;HP:0004322	ORPHA:643503	
15.9	OMIM:616263	Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	47	29	1	HP:0000821;HP:0001250;HP:0001395;HP:0001558;HP:0002240;HP:0004322	ORPHA:456312	
15.9	OMIM:251230	Microcephaly-micromelia syndrome	31	29	1	HP:0000175;HP:0000252;HP:0001511;HP:0001562;HP:0002089;HP:0003811	ORPHA:572768	
15.9	OMIM:174300	Orofaciodigital syndrome V	49	39	2	HP:0000175;HP:0000252;HP:0001274;HP:0001629;HP:0002007	ORPHA:2919	
15.8	OMIM:619950	Tessadori-van Haaften neurodevelopmental syndrome 3	118	78	0	HP:0000175;HP:0000252;HP:0001250;HP:0004322	ORPHA:717854	
15.8	OMIM:618922	Neurodevelopmental disorder with seizures, hypotonia, and brain imaging abnormalities	34	18	2	HP:0000252;HP:0000821;HP:0001250;HP:0001522;HP:0001561;HP:0004322	ORPHA:528084	dans syndromes
15.8	OMIM:616449	Basel-Vanagaite-Smirin-Yosef syndrome	49	38	0	HP:0000175;HP:0000252;HP:0001250;HP:0001274;HP:0001629;HP:0001631	ORPHA:464738	
15.7	OMIM:620186	Branchial arch abnormalities, choanal atresia, athelia, hearing loss, and hypothyroidism syndrome	75	57	0	HP:0000821;HP:0001511;HP:0001561;HP:0001631;HP:0004322	ORPHA:589856	
15.7	OMIM:620113	Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities	49	37	0	HP:0001250;HP:0001274;HP:0001511;HP:0001562;HP:0001629;HP:0004322	—	
15.7	OMIM:602782	Histiocytosis-lymphadenopathy plus syndrome	51	37	2	HP:0001629;HP:0001631;HP:0001744;HP:0002240;HP:0004322	ORPHA:168569	
15.7	OMIM:250410	Retinitis pigmentosa with or without skeletal anomalies	51	37	0	HP:0000107;HP:0001156;HP:0001511;HP:0001629;HP:0002007;HP:0004322	ORPHA:166035	
15.6	OMIM:618371	Turnpenny-Fry syndrome	82	56	0	HP:0000252;HP:0001511;HP:0001561;HP:0001631;HP:0002007	ORPHA:688642	
15.6	OMIM:611812	46,XX sex reversal with dysgenesis of kidneys, adrenals, and lungs	19	16	0	HP:0000104;HP:0000175;HP:0000776;HP:0001511;HP:0001562;HP:0001629;HP:0002089	ORPHA:139466	
15.5	OMIM:619229	Kohlschutter-Tonz syndrome-like	87	35	0	HP:0000252;HP:0001250;HP:0001511;HP:0001562;HP:0001622;HP:0001629	ORPHA:684232	
15.5	OMIM:616276	Coenzyme Q10 deficiency, primary, 7	71	35	2	HP:0001250;HP:0001321;HP:0001511;HP:0001629;HP:0002093	ORPHA:457185	
15.5	OMIM:614332	Chromosome 2p16.3 deletion syndrome	107	75	0	HP:0000252;HP:0001156;HP:0001631;HP:0002240	—	
15.4	OMIM:620428	Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities	47	34	0	HP:0000252;HP:0001250;HP:0001274;HP:0001321;HP:0001511;HP:0001622	—	
15.4	OMIM:618428	Popov-Chang syndrome	62	34	0	HP:0000238;HP:0000252;HP:0001250;HP:0001622;HP:0002007;HP:0004322	—	
15.4	OMIM:301030	Van Esch-O'Driscoll syndrome	47	34	0	HP:0000252;HP:0001250;HP:0001511;HP:0001629;HP:0001631;HP:0004322	ORPHA:163976	
15.3	OMIM:620663	Spondyloepimetaphyseal dysplasia, Guo-Campeau type	60	53	0	HP:0001156;HP:0001629;HP:0001631;HP:0002007;HP:0004322	—	
15.3	OMIM:613603	Chromosome 4q32.1-q32.2 triplication syndrome	43	33	0	HP:0000238;HP:0000252;HP:0001250;HP:0001561;HP:0002000;HP:0002007	—	
15.2	OMIM:617641	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	43	32	2	HP:0000104;HP:0000776;HP:0001562;HP:0001627;HP:0002093	ORPHA:656130	
15.2	OMIM:300978	Tonne-Kalscheuer syndrome	51	32	0	HP:0000252;HP:0000776;HP:0001156;HP:0001627;HP:0002089;HP:0004322	ORPHA:528084	dans syndromes
15.2	OMIM:300968	Intellectual developmental disorder, X-linked 99, syndromic, female-restricted	58	42	1	HP:0000175;HP:0001250;HP:0001321;HP:0001631;HP:0004322	ORPHA:480880	
15.2	OMIM:156200	Intellectual developmental disorder, autosomal dominant 1	82	52	0	HP:0000252;HP:0001250;HP:0002000;HP:0002007;HP:0004322	ORPHA:178469,ORPHA:228402,ORPHA:313947	
15.1	OMIM:620450	Intellectual developmental disorder, autosomal dominant 73	101	71	0	HP:0000252;HP:0001250;HP:0002000;HP:0004322	ORPHA:528084	dans syndromes
15.1	OMIM:618143	Glycosylphosphatidylinositol biosynthesis defect 18	65	41	1	HP:0000252;HP:0001156;HP:0001250;HP:0001989;HP:0002240	—	
15.1	OMIM:616271	3-Methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia	57	31	2	HP:0000252;HP:0001250;HP:0001511;HP:0001558;HP:0001561	ORPHA:445038	
15.1	OMIM:600325	Aminopterin syndrome sine aminopterin	35	31	0	HP:0000175;HP:0000252;HP:0001156;HP:0001511;HP:0002007;HP:0004322	ORPHA:221120	
15.1	OMIM:300896	Congenital disorder of glycosylation, type IIm	45	31	0	HP:0000252;HP:0001250;HP:0001321;HP:0001511;HP:0001562;HP:0001631	ORPHA:356961	
15.0	OMIM:621068	Neurodevelopmental disorder with hypotonia, poor growth, dysmorphic facies, and agammaglobulinemia	42	30	0	HP:0000252;HP:0000821;HP:0001250;HP:0001629;HP:0002093;HP:0004322	—	
15.0	OMIM:618891	Microcephaly, developmental delay, and brittle hair syndrome	50	30	2	HP:0000252;HP:0001250;HP:0001511;HP:0001631;HP:0004322	ORPHA:33364	
15.0	OMIM:617164	Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay	46	30	0	HP:0000175;HP:0000252;HP:0001250;HP:0001511;HP:0001629;HP:0004322	ORPHA:659702	
15.0	OMIM:617022	Lethal congenital contracture syndrome 10	32	30	0	HP:0001511;HP:0001562;HP:0001629;HP:0001789;HP:0001989;HP:0002089	ORPHA:464366	
15.0	OMIM:610199	Diabetes mellitus, neonatal, with congenital hypothyroidism	39	30	2	HP:0000107;HP:0001395;HP:0001511;HP:0001744;HP:0002240	ORPHA:79118	
15.0	OMIM:607932	Microphthalmia, syndromic 6	61	50	0	HP:0000175;HP:0000252;HP:0000821;HP:0001156;HP:0001321	ORPHA:139471	
14.9	OMIM:620369	Congenital myopathy 22B, severe fetal	62	49	0	HP:0001558;HP:0001561;HP:0002007;HP:0002089;HP:0002240	—	
14.9	OMIM:619189	Li-Campeau syndrome	27	19	3	HP:0000821;HP:0001250;HP:0001629;HP:0001631;HP:0004322	ORPHA:528084	dans syndromes
14.8	OMIM:621528	Meier-Gorlin syndrome 10	89	68	0	HP:0000252;HP:0001156;HP:0001511;HP:0001631	—	
14.8	OMIM:618950	Suleiman-El-Hattab syndrome	52	38	1	HP:0000252;HP:0001156;HP:0001250;HP:0001629;HP:0001631	—	
14.8	OMIM:618440	Oculoskeletodental syndrome	33	28	2	HP:0000104;HP:0000821;HP:0001744;HP:0002240;HP:0004322	ORPHA:557003	
14.8	OMIM:609625	Chromosome 10q26 deletion syndrome	64	48	0	HP:0000252;HP:0001250;HP:0001631;HP:0002007;HP:0004322	ORPHA:96148	
14.7	OMIM:618065	Pontocerebellar hypoplasia, type 1D	47	27	0	HP:0000252;HP:0001250;HP:0001511;HP:0001558;HP:0001562;HP:0002093	ORPHA:2254	
14.7	OMIM:612651	ENDOCRINE-CEREBROOSTEODYSPLASIA	52	47	0	HP:0000238;HP:0001156;HP:0001274;HP:0001561;HP:0100258	ORPHA:199332	
14.7	OMIM:241800	Pallister-Hall-like syndrome	32	27	0	HP:0000175;HP:0000238;HP:0000252;HP:0001522;HP:0002089;HP:0004322	—	
14.7	OMIM:212066	Congenital disorder of glycosylation, type IIa	59	47	0	HP:0000252;HP:0001250;HP:0001321;HP:0001629;HP:0004322	ORPHA:79329	
14.6	OMIM:618947	Arthrogryposis multiplex congenita 5	59	46	0	HP:0000252;HP:0001511;HP:0001522;HP:0001558;HP:0001561	—	
14.6	OMIM:611291	Immunodeficiency 124, severe combined	70	46	0	HP:0000252;HP:0001511;HP:0001744;HP:0002090;HP:0002240	ORPHA:169079	
14.6	OMIM:608978	Meacham syndrome	34	26	0	HP:0001522;HP:0001629;HP:0001631;HP:0002089;HP:0003811;HP:0003826	ORPHA:3097	
14.5	OMIM:612940	Cutis laxa, autosomal recessive, type IIB	53	45	0	HP:0000238;HP:0000252;HP:0001274;HP:0001511;HP:0002007	ORPHA:357064	
14.5	OMIM:612863	Chromosome 6q25-q25 deletion syndrome	50	35	1	HP:0000238;HP:0001274;HP:0001511;HP:0001631;HP:0002007	ORPHA:251056	
14.5	OMIM:610042	Pitt-Hopkins like syndrome 1	104	45	0	HP:0000252;HP:0001250;HP:0001321;HP:0002000;HP:0002007	ORPHA:163681	dans syndromes
14.4	OMIM:619833	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities	62	44	0	HP:0000238;HP:0000252;HP:0001511;HP:0001561;HP:0004322	ORPHA:528084	dans syndromes
14.4	OMIM:617694	Al Kaissi syndrome	56	44	0	HP:0000252;HP:0001250;HP:0001511;HP:0001631;HP:0004322	ORPHA:720326	
14.4	OMIM:617478	Structural heart defects and renal anomalies syndrome	25	24	2	HP:0000107;HP:0000252;HP:0001522;HP:0001629;HP:0001631	ORPHA:689822	
14.4	OMIM:612938	Growth retardation, developmental delay, coarse facies, and earlydeath	35	24	0	HP:0000175;HP:0000238;HP:0001156;HP:0001250;HP:0001511;HP:0001629	ORPHA:210144	
14.4	OMIM:610505	Combined oxidative phosphorylation deficiency 3	44	24	0	HP:0001250;HP:0001511;HP:0001522;HP:0001558;HP:0002093;HP:0002240	ORPHA:168566	
14.4	OMIM:246200	Donohue syndrome	55	44	0	HP:0001395;HP:0001511;HP:0001561;HP:0001744;HP:0002240	ORPHA:508	
14.3	OMIM:619005	Neurodevelopmental disorder with dysmorphic facies, impaired speech and hypotonia	51	33	3	HP:0001250;HP:0001511;HP:0002007;HP:0002240	ORPHA:528084	dans syndromes
14.3	OMIM:615219	Hydrocephalus, congenital, 2, with or without brain or eye anomalies	33	23	0	HP:0000238;HP:0000252;HP:0001250;HP:0001274;HP:0001631;HP:0002007	ORPHA:2185,ORPHA:269505	
14.3	OMIM:614207	Hyperphosphatasia with impaired intellectual development syndrome 3	41	23	0	HP:0000175;HP:0000252;HP:0001250;HP:0001558;HP:0001631;HP:0004322	ORPHA:247262	
14.3	OMIM:613730	Hemorrhagic destruction of the brain, subependymal calcification,and cataracts	19	13	1	HP:0001250;HP:0001321;HP:0001522;HP:0001629;HP:0002240;HP:0003811	ORPHA:306547	
14.3	OMIM:613385	Autoimmune disease, multisystem, with facial dysmorphism	53	43	0	HP:0000821;HP:0001744;HP:0002007;HP:0002240;HP:0004322	ORPHA:228426	
14.3	OMIM:611209	Congenital disorder of glycosylation, type IIg	76	63	0	HP:0000175;HP:0000252;HP:0001511;HP:0004322	ORPHA:263508	
14.3	OMIM:611182	Congenital disorder of glycosylation, type IIh	89	63	0	HP:0000252;HP:0001250;HP:0001274;HP:0001511	ORPHA:95428	
14.3	OMIM:610015	Glutamine deficiency, congenital	31	23	8	HP:0001250;HP:0003811	ORPHA:71278	
14.3	OMIM:300972	Immunodeficiency 47	48	33	1	HP:0001250;HP:0001395;HP:0001522;HP:0001744;HP:0002240	ORPHA:692790	
14.3	OMIM:254940	Carey-Fineman-Ziter syndrome	62	43	0	HP:0000175;HP:0000252;HP:0001250;HP:0001558;HP:0002093	ORPHA:1358	
14.3	OMIM:208085	Arthrogryposis, renal dysfunction, and cholestasis 1	42	33	1	HP:0000252;HP:0001522;HP:0001562;HP:0001629;HP:0001631	ORPHA:2697	
14.2	OMIM:619055	Mitochondrial complex IV deficiency, nuclear type 12	36	22	2	HP:0000252;HP:0001250;HP:0001511;HP:0001522;HP:0003811	ORPHA:254905	
14.2	OMIM:617751	Intellectual developmental disorder, autosomal dominant 48	49	32	1	HP:0000252;HP:0001250;HP:0001321;HP:0001511;HP:0001629	ORPHA:500159	
14.2	OMIM:613673	Anemia, dyserythropoietic congenital, type IV	33	22	0	HP:0000821;HP:0001744;HP:0001789;HP:0002007;HP:0002240;HP:0004322	ORPHA:293825,ORPHA:85	dans syndromes
14.2	OMIM:613563	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	50	42	0	HP:0000252;HP:0001561;HP:0001744;HP:0002007;HP:0004322	ORPHA:363972	
14.1	OMIM:618810	Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	26	21	2	HP:0001250;HP:0001321;HP:0001561;HP:0002240;HP:0003811	ORPHA:615954,ORPHA:615983,ORPHA:615986	
14.1	OMIM:618766	Arthrogryposis multiplex congenita, neurogenic, with agenesis of the corpus callosum	27	21	0	HP:0000252;HP:0001250;HP:0001274;HP:0001522;HP:0001558;HP:0001561	ORPHA:1143	
14.1	OMIM:218350	Craniofacial dyssynostosis with short stature	27	21	0	HP:0000238;HP:0001250;HP:0001274;HP:0001629;HP:0002007;HP:0004322	ORPHA:1516	
14.0	OMIM:601927	Lymphedema, cardiac septal defects, and characteristic facies	23	20	4	HP:0001562;HP:0001629;HP:0001631;HP:0001789	ORPHA:86915	
14.0	OMIM:270450	Insulin-Like growth factor I, resistance to	55	40	0	HP:0000252;HP:0001511;HP:0001629;HP:0001631;HP:0004322	ORPHA:73273	
14.0	OMIM:225753	Pontocerebellar hypoplasia, type 4	20	10	3	HP:0000252;HP:0001250;HP:0001321;HP:0001522;HP:0001561	ORPHA:166063	
14.0	OMIM:216360	Coach syndrome 1	44	30	1	HP:0000107;HP:0001250;HP:0001395;HP:0001744;HP:0002240	ORPHA:1454	
14.0	OMIM:200980	Acrorenal-Mandibular syndrome	43	40	0	HP:0000104;HP:0000776;HP:0001511;HP:0001562;HP:0002089	ORPHA:958	
13.9	OMIM:620987	Neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities	113	79	0	HP:0000252;HP:0001250;HP:0004322	—	
13.9	OMIM:620210	Neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia	26	19	0	HP:0000175;HP:0001250;HP:0001629;HP:0001744;HP:0002240;HP:0004322	—	
13.9	OMIM:619573	Immunodeficiency 87 and autoimmunity	60	39	0	HP:0000175;HP:0001511;HP:0001562;HP:0001631;HP:0002240	—	
13.9	OMIM:619376	Faundes-Banka syndrome	42	29	5	HP:0000175;HP:0001511;HP:0002007	ORPHA:528084	dans syndromes
13.9	OMIM:616342	Lissencephaly 7 with cerebellar hypoplasia	26	19	0	HP:0000252;HP:0001250;HP:0001274;HP:0001321;HP:0001522;HP:0003811	—	
13.9	OMIM:309590	Intellectual developmental disorder, X-linked syndromic, Turner type	79	59	0	HP:0000252;HP:0001156;HP:0001250;HP:0004322	ORPHA:528084,ORPHA:85328	dans syndromes
13.9	OMIM:256040	Proteasome-associated autoinflammatory syndrome 1 and digenic forms	82	59	0	HP:0001250;HP:0001744;HP:0002240;HP:0004322	ORPHA:324977	
13.8	OMIM:621140	Congenital disorder of glycosylation type 1EE with or without immunodeficiency	64	38	0	HP:0000175;HP:0000252;HP:0001250;HP:0002240;HP:0004322	—	
13.8	OMIM:608885	Stomatin-deficient cryohydrocytosis with neurologic defects	32	18	0	HP:0000252;HP:0001250;HP:0001561;HP:0001744;HP:0002240;HP:0004322	ORPHA:168577	
13.8	OMIM:252010	Mitochondrial complex I deficiency, nuclear type 1	68	38	0	HP:0000252;HP:0001522;HP:0001744;HP:0002093;HP:0002240	ORPHA:2609	
13.7	OMIM:621285	Intellectual developmental disorder, autosomal dominant 76	83	57	0	HP:0000252;HP:0000821;HP:0001250;HP:0004322	ORPHA:528084	dans syndromes
13.7	OMIM:620489	Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities	33	17	0	HP:0001250;HP:0001511;HP:0001558;HP:0001629;HP:0002089;HP:0004322	—	
13.7	OMIM:618460	Khan-Khan-Katsanis syndrome	53	37	0	HP:0000107;HP:0000252;HP:0001511;HP:0002007;HP:0004322	—	
13.7	OMIM:618356	Neurodevelopmental disorder with central and peripheral motor dysfunction	37	17	2	HP:0000175;HP:0000252;HP:0001250;HP:0001558;HP:0002093	—	
13.7	OMIM:613776	Chromosome 17p13.1 deletion syndrome	69	57	0	HP:0000238;HP:0000252;HP:0001558;HP:0001562	—	
13.7	OMIM:608022	Diaphanospondylodysostosis	49	37	0	HP:0000175;HP:0001511;HP:0001562;HP:0002089;HP:0002093	ORPHA:66637	
13.7	OMIM:301022	Neurodevelopmental disorder, X-linked, with craniofacial abnormalities	50	37	0	HP:0000175;HP:0000252;HP:0000776;HP:0002007;HP:0004322	—	
13.6	OMIM:621421	Ramond-Elliott neurodevelopmental syndrome	65	36	0	HP:0000252;HP:0001156;HP:0001321;HP:0001562;HP:0004322	—	
13.6	OMIM:618541	Hypopigmentation, organomegaly, and delayed myelination and development	23	16	0	HP:0001511;HP:0001561;HP:0001622;HP:0001744;HP:0002240;HP:0004322	—	
13.6	OMIM:612541	Neutropenia, severe congenital, 4, autosomal recessive	53	36	0	HP:0000175;HP:0000252;HP:0001744;HP:0002093;HP:0002240	ORPHA:331176	
13.6	OMIM:607721	Noonan syndrome-like with loose anagen hair 1	62	46	1	HP:0001561;HP:0001629;HP:0001631;HP:0004322	ORPHA:2701	
13.5	OMIM:621499	Craniosynostosis-scoliosis syndrome	79	55	0	HP:0001250;HP:0001274;HP:0001631;HP:0004322	—	
13.5	OMIM:621402	Developmental delay with sleep apnea	55	35	0	HP:0000175;HP:0000252;HP:0001511;HP:0001561;HP:0004322	—	
13.5	OMIM:620494	Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies	85	55	0	HP:0001156;HP:0001250;HP:0001511;HP:0004322	—	
13.5	OMIM:618886	Pseudo-Torch syndrome 3	22	15	2	HP:0001250;HP:0001321;HP:0001522;HP:0001622;HP:0002093	ORPHA:714429	
13.5	OMIM:616034	2,4-dienoyl-CoA reductase deficiency	49	25	1	HP:0000238;HP:0000252;HP:0001250;HP:0001511;HP:0001522	ORPHA:431361	
13.4	OMIM:620700	Intellectual developmental disorder, autosomal recessive 81	55	34	0	HP:0000175;HP:0000252;HP:0001250;HP:0001511;HP:0004322	—	
13.4	OMIM:619648	Zaki syndrome	52	34	0	HP:0000104;HP:0000252;HP:0000776;HP:0001250;HP:0004322	—	
13.4	OMIM:615273	Congenital disorder of deglycosylation 1	78	54	0	HP:0000252;HP:0001250;HP:0001395;HP:0002240	ORPHA:404454	
13.4	OMIM:301041	Wieacker-Wolff syndrome, female-restricted	50	34	0	HP:0000175;HP:0000252;HP:0001561;HP:0001989;HP:0004322	ORPHA:3454	
13.4	OMIM:300966	Intellectual developmental disorder, X-linked syndromic 33	81	54	0	HP:0000252;HP:0001250;HP:0001321;HP:0001511	ORPHA:480907	
13.4	OMIM:241200	Bartter syndrome, type 2	49	34	0	HP:0001250;HP:0001561;HP:0001622;HP:0002007;HP:0004322	ORPHA:112,ORPHA:620220	
13.3	OMIM:621436	Microcephaly, progressive, with simplified gyral pattern and cerebellar hypoplasia	54	33	0	HP:0001250;HP:0001274;HP:0001321;HP:0001561;HP:0004322	—	
13.3	OMIM:618862	Neurodevelopmental disorder with hypotonia, microcephaly, and seizures	34	23	3	HP:0000252;HP:0001250;HP:0001561;HP:0004322	—	
13.3	OMIM:615673	Myopathy with extrapyramidal signs	54	33	0	HP:0000252;HP:0001250;HP:0001629;HP:0001744;HP:0002240	ORPHA:401768	
13.3	OMIM:615350	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	27	13	0	HP:0000175;HP:0000252;HP:0001250;HP:0001321;HP:0001558;HP:0001562	ORPHA:588	
13.3	OMIM:614527	Chromosome 17q12 deletion syndrome	55	43	1	HP:0000107;HP:0001250;HP:0002007;HP:0004322	ORPHA:261265	
13.3	OMIM:608091	Joubert syndrome 2	48	33	2	HP:0000107;HP:0000238;HP:0001250;HP:0002007	ORPHA:2318,ORPHA:475	
13.3	OMIM:309520	Lujan-Fryns syndrome	47	33	0	HP:0001250;HP:0001274;HP:0001629;HP:0001631;HP:0002007	ORPHA:776	
13.3	OMIM:300990	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	45	33	6	HP:0001561;HP:0004322	ORPHA:688581,ORPHA:86818	
13.3	OMIM:267750	Knobloch syndrome, type 1	60	43	5	HP:0000252;HP:0001250	ORPHA:1571	
13.3	OMIM:255320	Minicore myopathy with external ophthalmoplegia	36	23	1	HP:0001558;HP:0001561;HP:0001789;HP:0002089;HP:0002093	ORPHA:598,ORPHA:98905	
13.2	OMIM:620070	Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties	51	32	0	HP:0001522;HP:0001558;HP:0001561;HP:0001631;HP:0004322	—	
13.2	OMIM:615282	Cortical dysplasia, complex, with other brain malformations 2	21	12	4	HP:0000252;HP:0001250;HP:0001511;HP:0001989	—	
13.2	OMIM:609981	Immunodeficiency 54	21	12	0	HP:0000252;HP:0001511;HP:0001744;HP:0002093;HP:0002240;HP:0004322	ORPHA:75391	
13.1	OMIM:617303	Mucopolysaccharidosis-Plus syndrome	67	51	0	HP:0000252;HP:0001631;HP:0001744;HP:0002240	ORPHA:505248	
13.1	OMIM:616817	Microcephaly, short stature, and impaired glucose metabolism 2	46	31	0	HP:0000252;HP:0000821;HP:0001250;HP:0001511;HP:0004322	ORPHA:391408	
13.1	OMIM:219730	Ventriculomegaly with cystic kidney disease	17	11	2	HP:0000238;HP:0001250;HP:0001561;HP:0001622;HP:0001629	ORPHA:443988	
13.1	OMIM:145420	Teebi hypertelorism syndrome 1	39	31	0	HP:0001629;HP:0001631;HP:0002007;HP:0002089;HP:0004322	ORPHA:1519	
13.0	OMIM:618603	Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities	35	20	1	HP:0000175;HP:0000252;HP:0001250;HP:0001274;HP:0001558	ORPHA:708208	
13.0	OMIM:618571	Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies	40	30	0	HP:0000175;HP:0001250;HP:0001627;HP:0002007;HP:0004322	—	
13.0	OMIM:603554	Omenn syndrome	82	50	0	HP:0001250;HP:0001744;HP:0002090;HP:0002240	ORPHA:39041	
13.0	OMIM:244300	Kapur-Toriello syndrome	37	30	0	HP:0000175;HP:0001250;HP:0001511;HP:0001629;HP:0001631	ORPHA:2328	
12.9	OMIM:621195	Combined oxidative phosphorylation deficiency 60	55	29	0	HP:0000252;HP:0000821;HP:0001250;HP:0002090;HP:0004322	—	
12.9	OMIM:620401	Intellectual developmental disorder, autosomal recessive 84	58	29	0	HP:0000252;HP:0000821;HP:0001250;HP:0001561;HP:0004322	—	
12.9	OMIM:618162	Spondyloepimetaphyseal dysplasia, Krakow type	39	29	0	HP:0000238;HP:0001156;HP:0001250;HP:0001631;HP:0002007	—	
12.9	OMIM:616354	Spinocerebellar ataxia, autosomal recessive 20	53	29	0	HP:0001156;HP:0001250;HP:0001321;HP:0001744;HP:0002240	ORPHA:397709	
12.9	OMIM:609945	Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia	72	69	0	HP:0000252;HP:0001156;HP:0001631	—	
12.8	OMIM:620785	Neurodevelopmental disorder with progressive movement abnormalities	80	48	0	HP:0000175;HP:0000238;HP:0001250;HP:0001274	—	
